,length,breadth,area,lbr,chalk,ecc,b,g,r,class
0,3.756256739,1.676266701,4.99089751,0.502027327,1.003303152,0.825596824,124.6895934,141.9083143,142.9229362,3
1,3.865048965,1.649639307,5.085347477,0.475970614,1.008840881,0.84715671,115.9497013,135.5143255,136.5865996,3
2,3.709250592,1.753443429,5.14903765,0.529673895,1.004982372,0.807163642,101.1678782,118.966392,119.8527181,3
3,3.48496289,1.606971286,4.440835748,0.520473642,1.006182991,0.81308065,117.6725235,134.1597151,137.2334912,3
4,3.522074648,1.641690822,4.612477011,0.523034268,1.012256824,0.815986311,113.1574362,130.6562637,129.788351,3
5,3.761786302,1.725929473,5.163251306,0.513374319,1.010165008,0.823625777,99.87603199,117.237264,117.4766891,3
6,3.890195846,1.708884131,5.269615945,0.490295566,1.007610359,0.841367234,100.0089867,116.580163,116.3819715,3
7,4.099690206,1.79774559,5.860208333,0.488316245,1.008266636,0.838262072,111.2548352,129.451014,129.3268589,3
8,3.838250049,1.696105341,5.184368111,0.489175535,1.007920283,0.846310791,86.33968139,100.2358877,108.6746397,3
9,3.780302282,1.691729269,5.112733158,0.497479307,1.009347933,0.839261349,105.5349874,123.9351052,124.1628882,3
10,3.650328145,1.585539849,4.59439709,0.483940741,1.004401946,0.847596265,102.1319726,117.9614107,119.7262415,3
11,4.09283761,1.686442783,5.455127902,0.453239388,1.005189569,0.866696902,108.8040263,126.4745266,127.4576434,3
12,4.200527877,1.782730882,5.965915616,0.474001171,1.013609312,0.847461563,94.96555427,110.5467945,111.6559722,3
13,4.089839466,1.76721605,5.708338729,0.478336718,1.00256802,0.85052345,106.5985583,123.3619387,125.2815097,3
14,3.810419117,1.707507798,5.108322089,0.495511746,0.999317849,0.839476504,97.7206648,114.3363102,113.6155075,3
15,4.075975999,1.758061724,5.66570209,0.477886387,1.005391772,0.849830493,96.18250191,112.1670084,111.4486637,3
16,3.964762403,1.713445337,5.362238933,0.482268611,1.006493235,0.842910591,95.66054354,111.7616315,113.6721272,3
17,3.685027509,1.717063694,4.986726739,0.521863777,1.00587437,0.810638202,115.9913763,129.0261867,135.847134,3
18,3.838054112,1.693336207,5.14170185,0.482185689,1.005342086,0.855614581,110.837232,124.3355753,127.8650978,3
19,4.134756599,1.738300233,5.680394067,0.457495912,1.006013924,0.865904881,120.0399549,130.8191583,136.0520166,3
